Codice Nazionale;Sigla Provincia;Denominazione Italiana;Denominazione Estera;Codice Catastale;Ufficio Catasto Terreni;Ufficio Catasto Fabbricati;Codice Conservatoria;Codice Istat;Data Costituzione;Attesa VCT Territorio;Attesa VCT Fabbricati
I443;CA;SARROCH;;V1FP;CA;CA;CA00;092066;;;
I444;FC;SARSINA;;H3BW;FO;FO;FO00;040044;;;
I445;SI;SARTEANO;;I9BK;SI;SI;SI10;052031;;;
I447;PV;SARTIRANA LOMELLINA;;C7IQ;PV;PV;PV10;018146;;;
I448;NU;SARULE;;V2DE;NU;NU;NU00;091077;;;
I449;SP;SARZANA;;G3BC;SP;SP;SP10;011027;;;
I451;SA;SASSANO;;Q5FU;SA;SA;SA00;065136;;;
I452;SS;SASSARI;;V3AA;SS;SS;SS00;090064;;;
I453;SV;SASSELLO;;G4CW;SV;SV;SV00;009055;;;
I454;LI;SASSETTA;;I4AT;LI;LI;PI10;049019;;;
I455;BN;SASSINORO;;Q3DE;BN;BN;BN00;062072;;;
I457;PZ;SASSO DI CASTALDA;;S1DN;PZ;PZ;PZ00;076082;;;
I459;PU;SASSOCORVARO;;K4DE;PS;PS;PS10;041059;;;
I460;PU;SASSOFELTRIO;;K4DF;PS;PS;PS10;041060;;;
I461;AN;SASSOFERRATO;;K1BW;AN;AN;AN00;042044;;;
I462;MO;SASSUOLO;;H4BQ;MO;MO;MO00;036040;;;
I463;CZ;SATRIANO;;T2FB;CZ;CZ;CZ00;079123;;;
I464;UD;SAURIS;;F6FT;UD;UD;UD00;030107;;;
I465;TO;SAUZE DI CESANA;;A1MQ;TO;TO;TO60;001258;;;
I466;TO;SAUZE D'OULX;;A1MR;TO;TO;TO60;001259;;;
I467;TA;SAVA;;R5BB;TA;TA;TA00;073026;;;
I468;KR;SAVELLI;;T2FC;KR;KR;KR00;101023;;;
I469;NA;SAVIANO;;Q1DP;NA;NA;CE00;063076;;;
I470;CN;SAVIGLIANO;;A4JG;CN;CN;CN30;004215;;;
I471;AV;SAVIGNANO IRPINO;;Q2EE;AV;AV;AV00;064096;;;
I472;FC;SAVIGNANO SUL RUBICONE;;H3BX;FO;FO;FO00;040045;;;
I473;MO;SAVIGNANO SUL PANARO;;H4BR;MO;MO;MO00;036041;;;
I475;GE;SAVIGNONE;;G1EE;GE;GE;GE00;010057;;;
I476;BS;SAVIORE DELL'ADAMELLO;;C3KY;BS;BS;BS10;017175;;;
I477;ME;SAVOCA;;U6EA;ME;ME;ME00;083093;;;
I478;UD;SAVOGNA;;F6FU;UD;UD;UD00;030108;;;
I479;GO;SAVOGNA D'ISONZO;;F3EJ;GO;GO;;031022;;;
I480;SV;SAVONA;;G4AA;SV;SV;SV00;009056;;;
I482;PE;SCAFA;;N3BS;PE;PE;PE00;068039;;;
I483;SA;SCAFATI;;Q5FV;SA;SA;SA00;065137;;;
I484;CN;SCAGNELLO;;A4JH;CN;CN;CN20;004216;;;
I485;CS;SCALA COELI;;T3FS;CS;CS;CS00;078137;;;
I486;SA;SCALA;;Q5FW;SA;SA;SA00;065138;;;
I487;PV;SCALDASOLE;;C7IR;PV;PV;PV10;018147;;;
I489;CS;SCALEA;;T3FT;CS;CS;CS00;078138;;;
I490;TO;SCALENGHE;;A1MT;TO;TO;TO50;001260;;;
I492;ME;SCALETTA ZANCLEA;;U6EB;ME;ME;ME00;083094;;;
I493;AV;SCAMPITELLA;;Q2EF;;AV;AV00;064097;;SI;
I494;KR;SCANDALE;;T2FD;KR;KR;KR00;101024;;;
I496;RE;SCANDIANO;;H8BQ;RE;RE;RE00;035040;;;
I497;CR;SCANDOLARA RAVARA;;C5IF;CR;CR;CR00;019092;;;
I498;CR;SCANDOLARA RIPA D'OGLIO;;C5IG;CR;CR;CR00;019093;;;
I499;RI;SCANDRIGLIA;;M4CT;RI;RI;RI00;057064;;;
I501;AQ;SCANNO;;N1EB;AQ;AQ;AQ00;066093;;;
I503;OR;SCANO DI MONTIFERRO;;V4CA;OR;OR;NU00;095051;;;
I504;GR;SCANSANO;;I3AY;GR;GR;GR00;053023;;;
I506;BG;SCANZOROSCIATE;;C2KV;BG;BG;BG00;016194;;;
I507;IS;SCAPOLI;;P2BX;IS;IS;IS00;094048;;;
I510;GR;SCARLINO;;I3AZ;GR;GR;GR00;053024;;;
I511;TO;SCARMAGNO;;A1MU;TO;TO;TO40;001261;;;
I512;CN;SCARNAFIGI;;A4JJ;CN;CN;CN30;004217;;;
I519;BZ;SCENA;SCHENNA;E2HA;;;;021087;;;
I520;CH;SCERNI;;N2DT;CH;CH;CH00;069087;;;
I522;PG;SCHEGGIA E PASCELUPO;;L1DA;PG;PG;PG00;054046;;;
I523;PG;SCHEGGINO;;L1DB;PG;PG;PG10;054047;;;
I526;CH;SCHIAVI DI ABRUZZO;;N2DU;CH;CH;CH00;069088;;;
I527;VI;SCHIAVON;;D7EF;VI;VI;VI10;024099;;;
I529;CO;SCHIGNANO;;C4QF;CO;CO;CO00;013211;;;
I530;BG;SCHILPARIO;;C2KW;BG;BG;BG00;016195;;;
I531;VI;SCHIO;;D7EG;VI;VI;VI20;024100;;;
I532;MN;SCHIVENOGLIA;;C6CM;MN;MN;MN00;020060;;;
I533;AG;SCIACCA;;U2BQ;AG;AG;AG00;084041;;;
I534;PA;SCIARA;;U1CS;PA;PA;PA00;082068;;;
I535;RG;SCICLI;;U7AL;RG;RG;RG00;088011;;;
I536;RC;SCIDO;;T1EC;RC;RC;RC00;080084;;;
I537;RC;SCILLA;;T1ED;RC;RC;RC00;080085;;;
I538;PA;SCILLATO;;U1CT;PA;PA;PA00;082081;;;
I539;TO;SCIOLZE;;A1MV;TO;TO;TO20;001262;;;
I540;NA;SCISCIANO;;Q1DQ;NA;NA;CE00;063077;;;
I541;PA;SCLAFANI BAGNI;;U1CU;PA;PA;PA00;082069;;;
I543;AQ;SCONTRONE;;N1EC;AQ;AQ;AQ00;066094;;;
I544;VC;SCOPA;;A6GI;VC;VC;VC00;002134;;;
I545;VC;SCOPELLO;;A6GJ;VC;VC;VC00;002135;;;
I546;AQ;SCOPPITO;;N1ED;AQ;AQ;AQ00;066095;;;
I548;CT;SCORDIA;;U4CC;CT;CT;CT00;087049;;;
I549;LE;SCORRANO;;R4DB;LE;LE;LE00;075073;;;
I551;VE;SCORZE';;D1BV;VE;VE;PD00;027037;;;
I553;AQ;SCURCOLA MARSICANA;;N1EE;AQ;AQ;AQ00;066096;;;
I554;TN;SCURELLE;;E1MU;;;;022171;;;
I555;AT;SCURZOLENGO;;A3EF;AT;AT;AT00;005103;;;
I556;IM;SEBORGA;;G2DS;IM;IM;IM10;008057;;;
I558;AQ;SECINARO;;N1EF;AQ;AQ;AQ00;066097;;;
I559;LE;SECLI';;R4DC;LE;LE;LE00;075074;;;
I561;LO;SECUGNAGO;;C1QS;LO;LO;LO00;098052;;;
I562;UD;SEDEGLIANO;;F6FX;UD;UD;UD00;030109;;;
I563;BL;SEDICO;;D2CD;BL;BL;BL00;025053;;;
I564;OR;SEDILO;;V4CB;OR;OR;OR00;095052;;;
I565;SS;SEDINI;;V3CT;SS;SS;SS00;090065;;;
I566;MI;SEDRIANO;;C1QT;MI;MI;PV00;015204;;;
I567;BG;SEDRINA;;C2KX;BG;BG;BG00;016196;;;
I569;MC;SEFRO;;K3CA;MC;MC;MC00;043050;;;
I570;SU;SEGARIU;;V1FS;CA;CA;CA00;111073;;;
I571;GR;SEGGIANO;;I3BA;GR;GR;GR00;053025;;;
I573;RM;SEGNI;;M1FB;RM;RM;RM50;058102;;;
I576;TN;SEGONZANO;;E1MW;;;;022172;;;
I577;MI;SEGRATE;;C1QU;MI;MI;MI20;015205;;;
I578;TV;SEGUSINO;;D5DL;TV;TV;TV00;026079;;;
I580;CA;SELARGIUS;;V1FT;CA;CA;CA00;092068;;;
I581;RI;SELCI;;M4CU;RI;RI;RI00;057065;;;
I582;SU;SELEGAS;;V1FU;CA;CA;CA00;111074;;;
I585;PG;SELLANO;;L1DC;PG;PG;PG10;054048;;;
I588;BS;SELLERO;;C3LA;BS;BS;BS10;017176;;;
I589;CZ;SELLIA;;T2FE;CZ;CZ;CZ00;079126;;;
I590;CZ;SELLIA MARINA;;T2FF;CZ;CZ;CZ00;079127;;;
I591;BZ;SELVA DI VAL GARDENA;WOLKENSTEIN IN GROEDEN;E2HB;;;;021089;;;
I592;BL;SELVA DI CADORE;;D2CE;BL;BL;BL00;025054;;;
I593;BZ;SELVA DEI MOLINI;MUEHLWALD;E2HC;;;;021088;;;
I594;VR;SELVA DI PROGNO;;D6EB;VR;VR;VR00;023080;;;
I595;PD;SELVAZZANO DENTRO;;D3DL;PD;PD;PD00;028086;;;
I597;BG;SELVINO;;C2LA;BG;BG;BG00;016197;;;
I598;SS;SEMESTENE;;V3CU;SS;SS;SS00;090066;;;
I599;PV;SEMIANA;;C7IS;PV;PV;PV10;018148;;;
I600;RC;SEMINARA;;T1EE;RC;RC;RC00;080086;;;
I601;GR;SEMPRONIANO;;I3BB;GR;GR;GR00;053028;;;
I602;MI;SENAGO;;C1QW;MI;MI;MI20;015206;;;
I603;BZ;SENALE-SAN FELICE;UNSERE LIEBE FRAU IM WALDE-SANKT FELIX;E2HD;;;;021118;;;
I604;BZ;SENALES;SCHNALS;E2HE;;;;021091;;;
I605;OR;SENEGHE;;V4CC;OR;OR;OR00;095053;;;
I606;AV;SENERCHIA;;Q2EG;AV;AV;AV00;064098;;;
I607;BS;SENIGA;;C3LB;BS;BS;BS00;017177;;;
I608;AN;SENIGALLIA;;K1BX;AN;AN;AN00;042045;;;
I609;OR;SENIS;;V4CD;OR;OR;OR00;095054;;;
I610;PZ;SENISE;;S1DP;PZ;PZ;PZ00;076085;;;
I611;CO;SENNA COMASCO;;C4QH;CO;CO;CO00;013212;;;
I612;LO;SENNA LODIGIANA;;C1QX;LO;LO;LO00;098053;;;
I613;OR;SENNARIOLO;;V4CE;OR;OR;NU00;095055;;;
I614;SS;SENNORI;;V3CV;SS;SS;SS00;090067;;;
I615;SU;SENORBI';;V1FX;CA;CA;CA00;111075;;;
I618;CB;SEPINO;;P1DR;CB;CB;CB00;070075;;;
I621;PN;SEQUALS;;F5BR;PN;PN;PN00;093042;;;
I622;LU;SERAVEZZA;;I5BC;LU;LU;PI00;046028;;;
I624;SU;SERDIANA;;V1FZ;CA;CA;CA00;111076;;;
I625;MB;SEREGNO;;C1QY;MI;MI;MI20;108039;;;
I626;BL;SEREN DEL GRAPPA;;D2CF;BL;BL;BL00;025055;;;
I627;CR;SERGNANO;;C5II;CR;CR;LO00;019094;;;
I628;BG;SERIATE;;C2LB;BG;BG;BG00;016198;;;
I629;BG;SERINA;;C2LC;BG;BG;BG00;016199;;;
I630;AV;SERINO;;Q2EH;AV;AV;AV00;064099;;;
I631;BS;SERLE;;C3LC;BS;BS;BS00;017178;;;
I632;MN;SERMIDE E FELONICA;;C6CN;MN;MN;MN00;020061;;;
I633;BS;SIRMIONE;;C3LD;BS;BS;BS00;017179;;;
I634;LT;SERMONETA;;M3BD;LT;LT;LT00;059027;;;
I635;TV;SERNAGLIA DELLA BATTAGLIA;;D5DM;TV;TV;TV00;026080;;;
I636;SO;SERNIO;;C8CM;SO;SO;SO00;014059;;;
I637;AT;SEROLE;;A3EG;AT;AT;AL10;005104;;;
I639;VV;SERRA SAN BRUNO;;T2FG;VV;VV;VV00;102037;;;
I640;GE;SERRA RICCO';;G1EF;GE;GE;GE00;010058;;;
I641;FG;SERRACAPRIOLA;;R3CD;FG;FG;FG10;071053;;;
I642;CS;SERRA D'AIELLO;;T3FU;CS;CS;CS00;078140;;;
I643;AN;SERRA DE' CONTI;;K1BY;AN;AN;AN00;042046;;;
I644;CL;SERRADIFALCO;;U3AT;CL;CL;CL00;085018;;;
I645;AL;SERRALUNGA DI CREA;;A2IX;AL;AL;AL20;006159;;;
I646;CN;SERRALUNGA D'ALBA;;A4JL;CN;CN;CN10;004218;;;
I647;SU;SERRAMANNA;;V1GA;CA;CA;CA00;111077;;;
I648;SA;SERRAMEZZANA;;Q5FX;SA;SA;SA00;065139;;;
I649;PE;SERRAMONACESCA;;N3BT;PE;PE;PE00;068040;;;
I651;MC;SERRAPETRONA;;K3CB;MC;MC;MC00;043051;;;
I652;NA;SERRARA FONTANA;;Q1DS;NA;NA;NA20;063078;;;
I653;AN;SERRA SAN QUIRICO;;K1BZ;AN;AN;AN00;042047;;;
I654;PU;SERRA SANT'ABBONDIO;;K4DH;PS;PS;PS00;041061;;;
I655;CZ;SERRASTRETTA;;T2FH;CZ;CZ;CZ00;079129;;;
I656;RC;SERRATA;;T1EF;RC;RC;RC00;080087;;;
I657;AL;SERRAVALLE SCRIVIA;;A2IY;AL;AL;AL30;006160;;;
I659;CN;SERRAVALLE LANGHE;;A4JM;CN;CN;CN10;004219;;;
I660;PT;SERRAVALLE PISTOIESE;;I8AX;PT;PT;PT00;047020;;;
I661;MC;SERRAVALLE DI CHIENTI;;K3CC;MC;MC;MC00;043052;;;
I662;MN;SERRAVALLE A PO;;C6CP;MN;MN;MN00;020062;;;
I663;VC;SERRAVALLE SESIA;;A6GL;VC;VC;BI00;002137;;;
I666;SA;SERRE;;Q5FY;SA;SA;SA00;065140;;;
I667;SU;SERRENTI;;V1GB;CA;CA;CA00;111078;;;
I668;SU;SERRI;;V2DH;NU;NU;NU00;111079;;;
I669;FR;SERRONE;;M2CX;FR;FR;FR00;060071;;;
I671;CZ;SERSALE;;T2FI;CZ;CZ;CZ00;079130;;;
I673;BL;SOVRAMONTE;;D2CG;BL;BL;BL00;025058;;;
I676;CE;SESSA AURUNCA;;Q4EL;CE;CE;CE00;061088;;SI;SI
I677;SA;SESSA CILENTO;;Q5FZ;SA;SA;SA00;065141;;;
I678;AT;SESSAME;;A3EI;AT;AT;AL10;005105;;;
I679;IS;SESSANO DEL MOLISE;;P2BY;IS;IS;IS00;094049;;;
I681;AR;SESTINO;;I2BN;AR;AR;AR00;051035;;;
I682;IS;SESTO CAMPANO;;P2BZ;IS;IS;IS00;094050;;;
I683;CR;SESTO ED UNITI;;C5IJ;CR;CR;CR00;019095;;;
I684;FI;SESTO FIORENTINO;;I1CJ;FI;FI;FI00;048043;;;
I686;PN;SESTO AL REGHENA;;F5BS;PN;PN;PN00;093043;;;
I687;BZ;SESTO;SEXTEN;E2HF;;;;021092;;;
I688;VA;SESTO CALENDE;;C9HJ;VA;VA;VA00;012120;;;
I689;MO;SESTOLA;;H4BS;MO;MO;MO00;036043;;;
I690;MI;SESTO SAN GIOVANNI;;C1RB;MI;MI;MI20;015209;;;
I692;TO;SESTRIERE;;A1MW;TO;TO;TO60;001263;;;
I693;GE;SESTRI LEVANTE;;G1EG;GE;GE;GE10;010059;;;
I695;CA;SESTU;;V1GC;CA;CA;CA00;092074;;;
I696;MI;SETTALA;;C1RD;MI;MI;MI20;015210;;;
I697;FR;SETTEFRATI;;M2CY;FR;FR;FR00;060072;;;
I698;AT;SETTIME;;A3EJ;AT;AT;AT00;005106;;;
I699;CA;SETTIMO SAN PIETRO;;V1GD;CA;CA;CA00;092075;;;
I700;MI;SETTIMO MILANESE;;C1RE;MI;MI;MI20;015211;;;
I701;TO;SETTIMO ROTTARO;;A1MX;TO;TO;TO40;001264;;;
I702;TO;SETTIMO VITTONE;;A1MY;TO;TO;TO40;001266;;;
I703;TO;SETTIMO TORINESE;;A1MZ;TO;TO;TO20;001265;;;
I704;CZ;SETTINGIANO;;T2FJ;CZ;CZ;CZ00;079131;;;
I705;SU;SETZU;;V1GE;CA;CA;OR00;111080;;;
I706;SU;SEUI;;V2DI;NU;NU;NU00;111081;;;
I707;SU;SEULO;;V2DJ;NU;NU;NU00;111082;;;
I709;MB;SEVESO;;C1RF;MI;MI;MI20;108040;;;
I711;AL;SEZZADIO;;A2JB;AL;AL;AL00;006161;;;
I712;LT;SEZZE;;M3BE;LT;LT;LT00;059028;;;
I714;TN;SFRUZ;;E1NC;;;;022173;;;
I715;TS;SGONICO;;F1BN;TS;TS;;032005;;;
I716;FR;SGURGOLA;;M2CZ;FR;FR;FR00;060073;;;
I717;OR;SIAMAGGIORE;;V4CF;OR;OR;OR00;095056;;;
I718;OR;SIAMANNA;;V4DC;OR;OR;OR00;095057;;;
I720;SA;SIANO;;Q5GA;SA;SA;SA00;065142;;;
I721;OR;SIAPICCIA;;V4DD;OR;OR;OR00;095076;;;
I723;AG;SICULIANA;;U2BR;AG;AG;AG00;084042;;;
I724;SU;SIDDI;;V1GL;CA;CA;CA00;111083;;;
I725;RC;SIDERNO;;T1EG;RC;RC;RC00;080088;;;
I726;SI;SIENA;;I9AA;SI;SI;SI00;052032;;;
I727;PG;SIGILLO;;L1DD;PG;PG;PG00;054049;;;
I728;FI;SIGNA;;I1CK;FI;FI;FI00;048044;;;
I729;BZ;SILANDRO;SCHLANDERS;E2HG;;;;021093;;;
I730;NU;SILANUS;;V2DK;NU;NU;NU00;091083;;;
I732;SS;SILIGO;;V3CW;SS;SS;SS00;090068;;;
I734;SU;SILIQUA;;V1GN;CA;CA;CA00;111084;;;
I735;SU;SILIUS;;V1GP;CA;CA;CA00;111085;;;
I736;NO;SILLAVENGO;;A5KC;NO;NO;NO00;003138;;;
I738;AL;SILVANO D'ORBA;;A2JC;AL;AL;AL30;006162;;;
I739;PV;SILVANO PIETRA;;C7IT;PV;PV;PV20;018149;;;
I741;TE;SILVI;;N4BS;TE;TE;TE00;067040;;;
I742;OR;SIMALA;;V4CH;OR;OR;OR00;095058;;;
I743;OR;SIMAXIS;;V4CI;OR;OR;OR00;095059;;;
I744;VV;SIMBARIO;;T2FK;VV;VV;VV00;102038;;;
I745;CZ;SIMERI CRICHI;;T2FL;CZ;CZ;CZ00;079133;;;
I747;ME;SINAGRA;;U6EC;ME;ME;ME00;083095;;;
I748;NU;SINDIA;;V2DL;NU;NU;NU00;091084;;;
I749;OR;SINI;;V4CJ;OR;OR;OR00;095060;;;
I750;CN;SINIO;;A4JN;CN;CN;CN10;004220;;;
I751;NU;SINISCOLA;;V2DM;NU;NU;NU00;091085;;;
I752;CA;SINNAI;;V1GT;CA;CA;CA00;092080;;;
I753;RC;SINOPOLI;;T1EH;RC;RC;RC00;080089;;;
I754;SR;SIRACUSA;;U8AA;SR;SR;SR00;089017;;;
I756;AV;SIRIGNANO;;Q2EI;AV;AV;AV00;064100;;;
I757;OR;SIRIS;;V4CK;OR;OR;OR00;095061;;;
I758;AN;SIROLO;;K1CA;AN;AN;AN00;042048;;;
I759;LC;SIRONE;;C4QJ;LC;LC;LC00;097075;;;
I761;LC;SIRTORI;;C4QK;LC;LC;LC00;097076;;;
I765;SU;SIURGUS DONIGALA;;V1GX;CA;CA;CA00;111086;;;
I767;NO;SIZZANO;;A5KD;NO;NO;NO00;003139;;;
I771;BZ;SLUDERNO;SCHLUDERNS;E2HI;;;;021094;;;
I774;FM;SMERILLO;;K2DN;AP;AP;AP10;109039;;;
I775;VR;SOAVE;;D6EC;VR;VR;VR00;023081;;;
I777;UD;SOCCHIEVE;;F6FZ;UD;UD;UD00;030110;;;
I778;OR;SODDI';;V4DB;OR;OR;OR00;095078;;;
I779;FC;SOGLIANO AL RUBICONE;;H3BZ;FO;FO;FO00;040046;;;
I780;LE;SOGLIANO CAVOUR;;R4DD;LE;LE;LE00;075075;;;
I781;AT;SOGLIO;;A3EK;AT;AT;AT00;005107;;;
I782;BS;SOIANO DEL LAGO;;C3LF;BS;BS;BS00;017180;;;
I783;VI;SOLAGNA;;D7EH;VI;VI;VI10;024101;;;
I785;SR;SOLARINO;;U8AT;SR;SR;SR00;089018;;;
I786;MI;SOLARO;;C1RG;MI;MI;MI20;015213;;;
I787;RA;SOLAROLO;;H7AT;RA;RA;RA00;039018;;;
I790;CR;SOLAROLO RAINERIO;;C5IN;CR;CR;CR00;019096;;;
I791;OR;SOLARUSSA;;V4CL;OR;OR;OR00;095062;;;
I792;CO;SOLBIATE;;C4QL;CO;CO;CO00;013215;;;
I793;VA;SOLBIATE ARNO;;C9HK;VA;VA;MI20;012121;;;
I794;VA;SOLBIATE OLONA;;C9HL;VA;VA;MI20;012122;;;
I796;IM;SOLDANO;;G2DT;IM;IM;IM10;008058;;;
I797;SU;SOLEMINIS;;V1HB;CA;CA;CA00;111087;;;
I798;AL;SOLERO;;A2JE;AL;AL;AL00;006163;;;
I799;PD;SOLESINO;;D3DM;PD;PD;PD10;028087;;;
I800;LE;SOLETO;;R4DE;LE;LE;LE00;075076;;;
I801;MN;SOLFERINO;;C6CQ;MN;MN;MN10;020063;;;
I802;MO;SOLIERA;;H4BT;MO;MO;MO00;036044;;;
I803;PR;SOLIGNANO;;H5BU;PR;PR;PR00;034035;;;
I804;AQ;SULMONA;;N1EG;AQ;AQ;AQ00;066098;;;
I805;AV;SOLOFRA;;Q2EJ;AV;AV;AV00;064101;;;
I808;AL;SOLONGHELLO;;A2JF;AL;AL;AL20;006164;;;
I809;BN;SOLOPACA;;Q3DF;BN;BN;BN00;062073;;;
I812;BG;SOLTO COLLINA;;C2LF;BG;BG;BG00;016200;;;
I813;BG;SOLZA;;C2LG;BG;BG;BG00;016251;;;
I815;LO;SOMAGLIA;;C1RJ;LO;LO;LO00;098054;;;
I817;CN;SOMANO;;A4JP;CN;CN;CN10;004221;;;
I819;VA;SOMMA LOMBARDO;;C9HM;VA;VA;MI20;012123;;;
I820;NA;SOMMA VESUVIANA;;Q1DV;NA;NA;NA20;063079;;;
I821;VR;SOMMACAMPAGNA;;D6ED;VR;VR;VR00;023082;;;
I822;CN;SOMMARIVA DEL BOSCO;;A4JQ;CN;CN;CN10;004222;;;
I823;CN;SOMMARIVA PERNO;;A4JR;CN;CN;CN10;004223;;;
I824;CL;SOMMATINO;;U3AU;CL;CL;CL00;085019;;;
I825;PV;SOMMO;;C7IU;PV;PV;PV10;018151;;;
I826;VR;SONA;;D6EE;VR;VR;VR00;023083;;;
I827;CR;SONCINO;;C5IP;CR;CR;LO00;019097;;;
I828;SO;SONDALO;;C8CN;SO;SO;SO00;014060;;;
I829;SO;SONDRIO;;C8AA;SO;SO;SO00;014061;;;
I830;BG;SONGAVAZZO;;C2LI;BG;BG;BG00;016201;;;
I831;BS;SONICO;;C3LG;BS;BS;BS10;017181;;;
I832;LT;SONNINO;;M3BF;LT;LT;LT00;059029;;;
I835;BI;SOPRANA;;A6GM;BI;BI;BI00;096062;;;
I838;FR;SORA;;M2DA;FR;FR;FR00;060074;;;
I839;TN;SORAGA DI FASSA;SORAGA;E1NG;;;;022176;;;
I840;PR;SORAGNA;;H5BV;PR;PR;PR00;034036;;;
I841;GR;SORANO;;I3BC;GR;GR;GR00;053026;;;
I843;AV;SORBO SERPICO;;Q2EK;AV;AV;AV00;064102;;;
I844;CZ;SORBO SAN BASILE;;T2FM;CZ;CZ;CZ00;079134;;;
I845;PR;SORBOLO;;H5BW;PR;PR;PR00;034037;;;
I847;BI;SORDEVOLO;;A6GN;BI;BI;BI00;096063;;;
I848;LO;SORDIO;;C1RL;LO;LO;LO00;098055;;;
I849;CR;SORESINA;;C5IQ;CR;CR;CR00;019098;;;
I850;VR;SORGA';;D6EF;VR;VR;VR00;023084;;;
I851;NU;SORGONO;;V2DN;NU;NU;NU00;091086;;;
I852;GE;SORI;;G1EI;GE;GE;GE00;010060;;;
I853;VV;SORIANELLO;;T2FN;VV;VV;VV00;102039;;;
I854;VV;SORIANO CALABRO;;T2FP;VV;VV;VV00;102040;;;
I855;VT;SORIANO NEL CIMINO;;M5CF;VT;VT;VT00;056048;;;
I856;CO;SORICO;;C4QP;CO;CO;CO00;013216;;;
I857;NO;SORISO;;A5KF;NO;NO;NO00;003140;;;
I858;BG;SORISOLE;;C2LJ;BG;BG;BG00;016202;;;
I860;CO;SORMANO;;C4QQ;CO;CO;LC00;013217;;;
I861;OR;SORRADILE;;V4CM;OR;OR;OR00;095063;;;
I862;NA;SORRENTO;;Q1DW;NA;NA;NA20;063080;;;
I863;SS;SORSO;;V3CX;SS;SS;SS00;090069;;;
I864;SR;SORTINO;;U8AU;SR;SR;SR00;089019;;;
I865;CR;SOSPIRO;;C5IR;CR;CR;CR00;019099;;;
I866;BL;SOSPIROLO;;D2CH;BL;BL;BL00;025056;;;
I867;VI;SOSSANO;;D7EI;VI;VI;VI00;024102;;;
I868;BI;SOSTEGNO;;A6GP;BI;BI;BI00;096064;;;
I869;BG;SOTTO IL MONTE GIOVANNI XXIII;;C2LK;BG;BG;BG00;016203;;;
I871;TN;SOVER;;E1NH;;;;022177;;;
I872;CZ;SOVERATO;;T2FQ;CZ;CZ;CZ00;079137;;;
I873;BG;SOVERE;;C2LL;BG;BG;BG00;016204;;;
I874;CZ;SOVERIA MANNELLI;;T2FR;CZ;CZ;CZ00;079138;;;
I875;CZ;SOVERIA SIMERI;;T2FS;CZ;CZ;CZ00;079139;;;
I876;BL;SOVERZENE;;D2CI;BL;BL;BL00;025057;;;
I877;SI;SOVICILLE;;I9BL;SI;SI;SI00;052034;;;
I878;MB;SOVICO;;C1RM;MI;MI;MI20;108041;;;
I879;VI;SOVIZZO;;D7EJ;VI;VI;VI00;024103;;;
I880;NO;SOZZAGO;;A5KH;NO;NO;NO00;003141;;;
I881;ME;SPADAFORA;;U6ED;ME;ME;ME00;083096;;;
I884;VV;SPADOLA;;T2FT;VV;VV;VV00;102041;;;
I885;CE;SPARANISE;;Q4EM;CE;CE;CE00;061089;;;
I886;TO;SPARONE;;A1NB;TO;TO;TO40;001267;;;
I887;LE;SPECCHIA;;R4DF;LE;LE;LE00;075077;;;
I888;PG;SPELLO;;L1DE;PG;PG;PG00;054050;;;
I891;EN;SPERLINGA;;U5AR;EN;EN;EN00;086017;;;
I892;LT;SPERLONGA;;M3BG;LT;LT;LT00;059030;;;
I893;AV;SPERONE;;Q2EL;AV;AV;AV00;064103;;;
I894;PV;SPESSA;;C7IV;PV;PV;PV00;018152;;;
I895;CS;SPEZZANO ALBANESE;;T3FW;CS;CS;CS00;078142;;;
I896;CS;SPEZZANO DELLA SILA;;T3FX;CS;CS;CS00;078143;;;
I899;TN;SPIAZZO;;E1NJ;;;;022179;;;
I901;AL;SPIGNO MONFERRATO;;A2JH;AL;AL;AL10;006165;;;
I902;LT;SPIGNO SATURNIA;;M3BH;LT;LT;LT00;059031;;;
I903;MO;SPILAMBERTO;;H4BU;MO;MO;MO00;036045;;;
I904;PN;SPILIMBERGO;;F5BT;PN;PN;PN00;093044;;;
I905;VV;SPILINGA;;T2FU;VV;VV;VV00;102042;;;
I906;CR;SPINADESCO;;C5IS;CR;CR;CR00;019100;;;
I907;BT;SPINAZZOLA;;R1BW;BA;BA;BA10;110008;;;
I908;VE;SPINEA;;D1BW;VE;VE;VE00;027038;;;
I909;CR;SPINEDA;;C5IT;CR;CR;CR00;019101;;;
I910;CB;SPINETE;;P1DU;CB;CB;CB00;070076;;;
I911;AL;SPINETO SCRIVIA;;A2JI;AL;AL;AL40;006166;;;
I912;AP;SPINETOLI;;K2DP;AP;AP;AP00;044071;;;
I914;CR;SPINO D'ADDA;;C5IU;CR;CR;LO00;019102;;;
I916;BG;SPINONE AL LAGO;;C2LP;BG;BG;BG00;016205;;;
I917;PZ;SPINOSO;;S1DQ;PZ;PZ;PZ00;076086;;;
I919;BG;SPIRANO;;C2LQ;BG;BG;BG00;016206;;;
I921;PG;SPOLETO;;L1DF;PG;PG;PG10;054051;;;
I922;PE;SPOLTORE;;N3BU;PE;PE;PE00;068041;;;
I923;LE;SPONGANO;;R4DG;LE;LE;LE00;075078;;;
I924;TN;SPORMAGGIORE;;E1NK;;;;022180;;;
I925;TN;SPORMINORE;;E1NL;;;;022181;;;
I926;SV;SPOTORNO;;G4CY;SV;SV;SV00;009057;;;
I927;TV;SPRESIANO;;D5DQ;TV;TV;TV00;026082;;;
